id,rate
02,0.002965383195
01,0.002015092633
05,0.003212584765
04,0.001197506129
06,0.001108279775
08,0.002183900681
09,0.0003355280597
10,0.0005251742265
12,0.001503946234
13,0.001270565337
19,0.00213737039
16,0.004277719025
17,0.002218483262
18,0.001175929093
20,0.001479041127
21,0.002456629225
22,0.0008971165393
25,0.0004697744892
24,0.0005817386906
23,0.0009763578697
26,0.002135310174
27,0.001286243069
29,0.002215657312
28,0.0007360995956
30,0.004316463953
37,0.0009461122081
38,0.0007916068564
31,0.0007340927348
33,0.001048850198
32,0.0002721034755
35,0.002018245904
34,0.0007155259859
36,0.0005216434158
39,0.002298875712
40,0.002370295759
41,0.0059851495
42,0.0008917238406
44,0.0004732939174
45,0.001048150629
46,0.001964286952
47,0.001458384765
48,0.0007895890247
49,0.002294166557
51,0.0009153799041
50,0.001280832028
53,0.008616904501
54,0.0054065803
55,0.001609356278
56,0.004782229236
